date,matchday,home_team,away_team,home_score_full_time,away_score_full_time,home_score_half_time,away_score_half_time,goal_diff,winner,defeat,ref,league
2023-12-23T12:30:00Z,18,west ham,man united,2,0,0,0,2,west ham,man united,simon hooper,Premier_League
2023-12-23T15:00:00Z,18,fulham,burnley,0,2,0,0,2,burnley,fulham,rebecca welch,Premier_League
2023-12-23T15:00:00Z,18,luton town,newcastle,1,0,1,0,1,luton town,newcastle,darren england,Premier_League
2023-12-23T15:00:00Z,18,nottingham,bournemouth,2,3,0,0,1,bournemouth,nottingham,robert jones,Premier_League
2023-12-23T15:00:00Z,18,tottenham,everton,2,1,2,0,1,tottenham,everton,stuart attwell,Premier_League
2023-12-23T17:30:00Z,18,liverpool,arsenal,1,1,1,1,0,draw,draw,chris kavanagh,Premier_League
2023-12-24T13:00:00Z,18,wolverhampton,chelsea,2,1,0,0,1,wolverhampton,chelsea,david coote,Premier_League
2023-12-26T12:30:00Z,19,newcastle,nottingham,1,3,1,1,2,nottingham,newcastle,chris kavanagh,Premier_League
2023-12-26T15:00:00Z,19,bournemouth,fulham,3,0,1,0,3,bournemouth,fulham,tim robinson,Premier_League
2023-12-26T15:00:00Z,19,sheffield utd,luton town,2,3,0,1,1,luton town,sheffield utd,samuel allison,Premier_League
2023-12-26T17:30:00Z,19,burnley,liverpool,0,2,0,1,2,liverpool,burnley,paul tierney,Premier_League
2023-12-26T20:00:00Z,19,man united,aston villa,3,2,0,2,1,man united,aston villa,craig pawson,Premier_League
2023-12-27T19:30:00Z,19,brentford,wolverhampton,1,4,1,3,3,wolverhampton,brentford,andy madley,Premier_League
2023-12-27T19:30:00Z,19,chelsea,crystal palace,2,1,1,1,1,chelsea,crystal palace,michael salisbury,Premier_League
2023-12-27T20:15:00Z,19,everton,man city,1,3,1,0,2,man city,everton,john brooks,Premier_League
2023-12-28T19:30:00Z,19,brighton hove,tottenham,4,2,2,0,2,brighton hove,tottenham,jarred gillett,Premier_League
2023-12-28T20:15:00Z,19,arsenal,west ham,0,2,0,1,2,west ham,arsenal,michael oliver,Premier_League
2023-12-30T12:30:00Z,20,luton town,chelsea,2,3,0,2,1,chelsea,luton town,paul tierney,Premier_League
2023-12-30T15:00:00Z,20,aston villa,burnley,3,2,2,1,1,aston villa,burnley,stuart attwell,Premier_League
2023-12-30T15:00:00Z,20,crystal palace,brentford,3,1,2,1,2,crystal palace,brentford,robert jones,Premier_League
2023-12-30T15:00:00Z,20,man city,sheffield utd,2,0,1,0,2,man city,sheffield utd,david coote,Premier_League
2023-12-30T15:00:00Z,20,wolverhampton,everton,3,0,1,0,3,wolverhampton,everton,thomas bramall,Premier_League
2023-12-30T17:30:00Z,20,nottingham,man united,2,1,0,0,1,nottingham,man united,tim robinson,Premier_League
2023-12-31T14:00:00Z,20,fulham,arsenal,2,1,1,1,1,fulham,arsenal,peter bankes,Premier_League
2023-12-31T14:00:00Z,20,tottenham,bournemouth,3,1,1,0,2,tottenham,bournemouth,simon hooper,Premier_League
2024-01-01T20:00:00Z,20,liverpool,newcastle,4,2,0,0,2,liverpool,newcastle,anthony taylor,Premier_League
2024-01-02T19:30:00Z,20,west ham,brighton hove,0,0,0,0,0,draw,draw,sam barrott,Premier_League
2024-01-12T19:45:00Z,21,burnley,luton town,1,1,1,0,0,draw,draw,tony harrington,Premier_League
2024-01-13T12:30:00Z,21,chelsea,fulham,1,0,1,0,1,chelsea,fulham,anthony taylor,Premier_League
2024-01-13T17:30:00Z,21,newcastle,man city,2,3,2,1,1,man city,newcastle,chris kavanagh,Premier_League
2024-01-14T14:00:00Z,21,everton,aston villa,0,0,0,0,0,draw,draw,david coote,Premier_League
2024-01-14T16:30:00Z,21,man united,tottenham,2,2,2,1,0,draw,draw,john brooks,Premier_League
2024-01-20T12:30:00Z,21,arsenal,crystal palace,5,0,2,0,5,arsenal,crystal palace,paul tierney,Premier_League
2024-01-20T17:30:00Z,21,brentford,nottingham,3,2,1,1,1,brentford,nottingham,darren england,Premier_League
2024-01-21T14:00:00Z,21,sheffield utd,west ham,2,2,1,1,0,draw,draw,michael salisbury,Premier_League
2024-01-21T16:30:00Z,21,bournemouth,liverpool,0,4,0,0,4,liverpool,bournemouth,bobby madley,Premier_League
2024-01-22T19:45:00Z,21,brighton hove,wolverhampton,0,0,0,0,0,draw,draw,craig pawson,Premier_League
2024-01-30T19:30:00Z,22,nottingham,arsenal,1,2,0,0,1,arsenal,nottingham,simon hooper,Premier_League
2024-01-30T19:45:00Z,22,luton town,brighton hove,4,0,3,0,4,luton town,brighton hove,robert jones,Premier_League
2024-01-30T19:45:00Z,22,fulham,everton,0,0,0,0,0,draw,draw,thomas bramall,Premier_League
2024-01-30T20:00:00Z,22,crystal palace,sheffield utd,3,2,2,2,1,crystal palace,sheffield utd,tony harrington,Premier_League
2024-01-30T20:15:00Z,22,aston villa,newcastle,1,3,0,2,2,newcastle,aston villa,john brooks,Premier_League
2024-01-31T19:30:00Z,22,tottenham,brentford,3,2,0,1,1,tottenham,brentford,david coote,Premier_League
2024-01-31T19:30:00Z,22,man city,burnley,3,1,2,0,2,man city,burnley,sam barrott,Premier_League
2024-01-31T20:15:00Z,22,liverpool,chelsea,4,1,2,0,3,liverpool,chelsea,paul tierney,Premier_League
2024-02-01T19:30:00Z,22,west ham,bournemouth,1,1,0,1,0,draw,draw,tim robinson,Premier_League
2024-02-01T20:15:00Z,22,wolverhampton,man united,3,4,0,2,1,man united,wolverhampton,jarred gillett,Premier_League
2024-02-03T12:30:00Z,23,everton,tottenham,2,2,1,2,0,draw,draw,michael oliver,Premier_League
2024-02-03T15:00:00Z,23,brighton hove,crystal palace,4,1,3,0,3,brighton hove,crystal palace,simon hooper,Premier_League
2024-02-03T15:00:00Z,23,burnley,fulham,2,2,0,2,0,draw,draw,darren bond,Premier_League
2024-02-03T15:00:00Z,23,newcastle,luton town,4,4,2,2,0,draw,draw,thomas bramall,Premier_League
2024-02-03T17:30:00Z,23,sheffield utd,aston villa,0,5,0,4,5,aston villa,sheffield utd,paul tierney,Premier_League
2024-02-04T14:00:00Z,23,bournemouth,nottingham,1,1,1,1,0,draw,draw,rebecca welch,Premier_League
2024-02-04T14:00:00Z,23,chelsea,wolverhampton,2,4,1,2,2,wolverhampton,chelsea,tim robinson,Premier_League
2024-02-04T14:00:00Z,23,man united,west ham,3,0,1,0,3,man united,west ham,andy madley,Premier_League
2024-02-04T16:30:00Z,23,arsenal,liverpool,3,1,1,1,2,arsenal,liverpool,anthony taylor,Premier_League
2024-02-05T20:00:00Z,23,brentford,man city,1,3,1,1,2,man city,brentford,jarred gillett,Premier_League
2024-02-10T12:30:00Z,24,man city,everton,2,0,0,0,2,man city,everton,john brooks,Premier_League
2024-02-10T15:00:00Z,24,fulham,bournemouth,3,1,2,0,2,fulham,bournemouth,darren england,Premier_League
2024-02-10T15:00:00Z,24,liverpool,burnley,3,1,1,1,2,liverpool,burnley,tim robinson,Premier_League
2024-02-10T15:00:00Z,24,luton town,sheffield utd,1,3,0,2,2,sheffield utd,luton town,chris kavanagh,Premier_League
2024-02-10T15:00:00Z,24,tottenham,brighton hove,2,1,0,1,1,tottenham,brighton hove,sam barrott,Premier_League
2024-02-10T15:00:00Z,24,wolverhampton,brentford,0,2,0,1,2,brentford,wolverhampton,simon hooper,Premier_League
2024-02-10T17:30:00Z,24,nottingham,newcastle,2,3,2,2,1,newcastle,nottingham,anthony taylor,Premier_League
2024-02-11T14:00:00Z,24,west ham,arsenal,0,6,0,4,6,arsenal,west ham,craig pawson,Premier_League
2024-02-11T16:30:00Z,24,aston villa,man united,1,2,0,1,1,man united,aston villa,robert jones,Premier_League
2024-02-12T20:00:00Z,24,crystal palace,chelsea,1,3,1,0,2,chelsea,crystal palace,michael oliver,Premier_League
2024-02-17T12:30:00Z,25,brentford,liverpool,1,4,0,1,3,liverpool,brentford,michael oliver,Premier_League
2024-02-17T15:00:00Z,25,burnley,arsenal,0,5,0,2,5,arsenal,burnley,jarred gillett,Premier_League
2024-02-17T15:00:00Z,25,fulham,aston villa,1,2,0,1,1,aston villa,fulham,lewis smith,Premier_League
2024-02-17T15:00:00Z,25,newcastle,bournemouth,2,2,0,0,0,draw,draw,michael salisbury,Premier_League
2024-02-17T15:00:00Z,25,nottingham,west ham,2,0,1,0,2,nottingham,west ham,thomas bramall,Premier_League
2024-02-17T15:00:00Z,25,tottenham,wolverhampton,1,2,0,1,1,wolverhampton,tottenham,anthony taylor,Premier_League
2024-02-17T17:30:00Z,25,man city,chelsea,1,1,0,1,0,draw,draw,andy madley,Premier_League
2024-02-18T14:00:00Z,25,sheffield utd,brighton hove,0,5,0,2,5,brighton hove,sheffield utd,stuart attwell,Premier_League
2024-02-18T16:30:00Z,25,luton town,man united,1,2,1,2,1,man united,luton town,david coote,Premier_League
2024-02-19T20:00:00Z,25,everton,crystal palace,1,1,0,0,0,draw,draw,paul tierney,Premier_League
2024-02-20T19:30:00Z,18,man city,brentford,1,0,0,0,1,man city,brentford,darren england,Premier_League
2024-02-21T19:30:00Z,26,liverpool,luton town,4,1,0,1,3,liverpool,luton town,andy madley,Premier_League
2024-02-24T15:00:00Z,26,aston villa,nottingham,4,2,3,1,2,aston villa,nottingham,sam barrott,Premier_League
2024-02-24T15:00:00Z,26,brighton hove,everton,1,1,0,0,0,draw,draw,tony harrington,Premier_League
2024-02-24T15:00:00Z,26,crystal palace,burnley,3,0,0,0,3,crystal palace,burnley,lewis smith,Premier_League
2024-02-24T15:00:00Z,26,man united,fulham,1,2,0,0,1,fulham,man united,michael oliver,Premier_League
2024-02-24T17:30:00Z,26,bournemouth,man city,0,1,0,1,1,man city,bournemouth,jarred gillett,Premier_League
2024-02-24T20:00:00Z,26,arsenal,newcastle,4,1,2,0,3,arsenal,newcastle,paul tierney,Premier_League
2024-02-25T13:30:00Z,26,wolverhampton,sheffield utd,1,0,1,0,1,wolverhampton,sheffield utd,darren bond,Premier_League
2024-02-26T20:00:00Z,26,west ham,brentford,4,2,2,1,2,west ham,brentford,simon hooper,Premier_League
2024-03-02T15:00:00Z,27,brentford,chelsea,2,2,0,1,0,draw,draw,jarred gillett,Premier_League
2024-03-02T15:00:00Z,27,everton,west ham,1,3,0,0,2,west ham,everton,craig pawson,Premier_League
2024-03-02T15:00:00Z,27,fulham,brighton hove,3,0,2,0,3,fulham,brighton hove,simon hooper,Premier_League
2024-03-02T15:00:00Z,27,newcastle,wolverhampton,3,0,2,0,3,newcastle,wolverhampton,tim robinson,Premier_League
2024-03-02T15:00:00Z,27,nottingham,liverpool,0,1,0,0,1,liverpool,nottingham,paul tierney,Premier_League
2024-03-02T15:00:00Z,27,tottenham,crystal palace,3,1,0,0,2,tottenham,crystal palace,john brooks,Premier_League
2024-03-02T17:30:00Z,27,luton town,aston villa,2,3,0,2,1,aston villa,luton town,michael oliver,Premier_League
2024-03-03T13:00:00Z,27,burnley,bournemouth,0,2,0,1,2,bournemouth,burnley,david coote,Premier_League
2024-03-03T15:30:00Z,27,man city,man united,3,1,0,1,2,man city,man united,andy madley,Premier_League
2024-03-04T20:00:00Z,27,sheffield utd,arsenal,0,6,0,5,6,arsenal,sheffield utd,sam barrott,Premier_League
2024-03-09T12:30:00Z,28,man united,everton,2,0,2,0,2,man united,everton,simon hooper,Premier_League
2024-03-09T15:00:00Z,28,bournemouth,sheffield utd,2,2,0,1,0,draw,draw,anthony taylor,Premier_League
2024-03-09T15:00:00Z,28,crystal palace,luton town,1,1,1,0,0,draw,draw,sunny gill,Premier_League
2024-03-09T15:00:00Z,28,wolverhampton,fulham,2,1,0,0,1,wolverhampton,fulham,tony harrington,Premier_League
2024-03-09T17:30:00Z,28,arsenal,brentford,2,1,1,1,1,arsenal,brentford,robert jones,Premier_League
2024-03-10T13:00:00Z,28,aston villa,tottenham,0,4,0,0,4,tottenham,aston villa,chris kavanagh,Premier_League
2024-03-10T14:00:00Z,28,brighton hove,nottingham,1,0,1,0,1,brighton hove,nottingham,michael salisbury,Premier_League
2024-03-10T14:00:00Z,28,west ham,burnley,2,2,0,2,0,draw,draw,darren england,Premier_League
2024-03-10T15:45:00Z,28,liverpool,man city,1,1,0,1,0,draw,draw,michael oliver,Premier_League
2024-03-11T20:00:00Z,28,chelsea,newcastle,3,2,1,1,1,chelsea,newcastle,john brooks,Premier_League
2024-03-13T19:30:00Z,17,bournemouth,luton town,4,3,0,3,1,bournemouth,luton town,samuel allison,Premier_League
2024-03-16T15:00:00Z,29,burnley,brentford,2,1,1,0,1,burnley,brentford,darren bond,Premier_League
2024-03-16T15:00:00Z,29,luton town,nottingham,1,1,0,1,0,draw,draw,darren england,Premier_League
2024-03-16T17:30:00Z,29,fulham,tottenham,3,0,1,0,3,fulham,tottenham,robert jones,Premier_League
2024-03-17T14:00:00Z,29,west ham,aston villa,1,1,1,0,0,draw,draw,jarred gillett,Premier_League
2024-03-30T12:30:00Z,30,newcastle,west ham,4,3,1,2,1,newcastle,west ham,robert jones,Premier_League
2024-03-30T15:00:00Z,30,bournemouth,everton,2,1,0,0,1,bournemouth,everton,sam barrott,Premier_League
2024-03-30T15:00:00Z,30,chelsea,burnley,2,2,1,0,0,draw,draw,darren england,Premier_League
2024-03-30T15:00:00Z,30,nottingham,crystal palace,1,1,0,1,0,draw,draw,chris kavanagh,Premier_League
2024-03-30T15:00:00Z,30,sheffield utd,fulham,3,3,0,0,0,draw,draw,tim robinson,Premier_League
2024-03-30T15:00:00Z,30,tottenham,luton town,2,1,0,1,1,tottenham,luton town,jarred gillett,Premier_League
2024-03-30T17:30:00Z,30,aston villa,wolverhampton,2,0,1,0,2,aston villa,wolverhampton,paul tierney,Premier_League
2024-03-30T20:00:00Z,30,brentford,man united,1,1,0,0,0,draw,draw,simon hooper,Premier_League
2024-03-31T13:00:00Z,30,liverpool,brighton hove,2,1,1,1,1,liverpool,brighton hove,david coote,Premier_League
2024-03-31T15:30:00Z,30,man city,arsenal,0,0,0,0,0,draw,draw,anthony taylor,Premier_League
2024-04-02T18:30:00Z,31,nottingham,fulham,3,1,3,0,2,nottingham,fulham,michael oliver,Premier_League
2024-04-02T18:30:00Z,31,newcastle,everton,1,1,1,0,0,draw,draw,tony harrington,Premier_League
2024-04-02T18:45:00Z,31,bournemouth,crystal palace,1,0,0,0,1,bournemouth,crystal palace,graham scott,Premier_League
2024-04-02T18:45:00Z,31,burnley,wolverhampton,1,1,1,1,0,draw,draw,thomas bramall,Premier_League
2024-04-02T19:15:00Z,31,west ham,tottenham,1,1,1,1,0,draw,draw,john brooks,Premier_League
2024-04-03T18:30:00Z,31,arsenal,luton town,2,0,2,0,2,arsenal,luton town,craig pawson,Premier_League
2024-04-03T18:30:00Z,31,brentford,brighton hove,0,0,0,0,0,draw,draw,bobby madley,Premier_League
2024-04-03T19:15:00Z,31,man city,aston villa,4,1,2,1,3,man city,aston villa,darren england,Premier_League
2024-04-04T18:30:00Z,31,liverpool,sheffield utd,3,1,1,0,2,liverpool,sheffield utd,stuart attwell,Premier_League
2024-04-04T19:15:00Z,31,chelsea,man united,4,3,2,2,1,chelsea,man united,jarred gillett,Premier_League
2024-04-06T11:30:00Z,32,crystal palace,man city,2,4,1,1,2,man city,crystal palace,paul tierney,Premier_League
2024-04-06T14:00:00Z,32,aston villa,brentford,3,3,1,0,0,draw,draw,michael salisbury,Premier_League
2024-04-06T14:00:00Z,32,everton,burnley,1,0,1,0,1,everton,burnley,michael oliver,Premier_League
2024-04-06T14:00:00Z,32,fulham,newcastle,0,1,0,0,1,newcastle,fulham,samuel allison,Premier_League
2024-04-06T14:00:00Z,32,luton town,bournemouth,2,1,0,0,1,luton town,bournemouth,andy madley,Premier_League
2024-04-06T14:00:00Z,32,wolverhampton,west ham,1,2,1,0,1,west ham,wolverhampton,tony harrington,Premier_League
2024-04-06T16:30:00Z,32,brighton hove,arsenal,0,3,0,1,3,arsenal,brighton hove,john brooks,Premier_League
2024-04-07T14:30:00Z,32,man united,liverpool,2,2,0,1,0,draw,draw,anthony taylor,Premier_League
2024-04-07T16:30:00Z,32,sheffield utd,chelsea,2,2,1,1,0,draw,draw,robert jones,Premier_League
2024-04-07T17:00:00Z,32,tottenham,nottingham,3,1,1,1,2,tottenham,nottingham,simon hooper,Premier_League
2024-04-13T11:30:00Z,33,newcastle,tottenham,4,0,2,0,4,newcastle,tottenham,tim robinson,Premier_League
2024-04-13T14:00:00Z,33,brentford,sheffield utd,2,0,0,0,2,brentford,sheffield utd,sam barrott,Premier_League
2024-04-13T14:00:00Z,33,burnley,brighton hove,1,1,0,0,0,draw,draw,simon hooper,Premier_League
2024-04-13T14:00:00Z,33,man city,luton town,5,1,1,0,4,man city,luton town,john brooks,Premier_League
2024-04-13T14:00:00Z,33,nottingham,wolverhampton,2,2,1,1,0,draw,draw,craig pawson,Premier_League
2024-04-13T16:30:00Z,33,bournemouth,man united,2,2,2,1,0,draw,draw,tony harrington,Premier_League
2024-04-14T13:00:00Z,33,liverpool,crystal palace,0,1,0,1,1,crystal palace,liverpool,chris kavanagh,Premier_League
2024-04-14T13:00:00Z,33,west ham,fulham,0,2,0,1,2,fulham,west ham,stuart attwell,Premier_League
2024-04-14T15:30:00Z,33,arsenal,aston villa,0,2,0,0,2,aston villa,arsenal,david coote,Premier_League
2024-04-15T19:00:00Z,33,chelsea,everton,6,0,4,0,6,chelsea,everton,paul tierney,Premier_League
2024-04-20T14:00:00Z,34,luton town,brentford,1,5,0,2,4,brentford,luton town,jarred gillett,Premier_League
2024-04-20T14:00:00Z,34,sheffield utd,burnley,1,4,0,2,3,burnley,sheffield utd,andy madley,Premier_League
2024-04-20T18:30:00Z,34,wolverhampton,arsenal,0,2,0,1,2,arsenal,wolverhampton,paul tierney,Premier_League
2024-04-21T12:30:00Z,34,everton,nottingham,2,0,1,0,2,everton,nottingham,anthony taylor,Premier_League
2024-04-21T14:00:00Z,34,aston villa,bournemouth,3,1,1,1,2,aston villa,bournemouth,tim robinson,Premier_League
2024-04-21T14:00:00Z,34,crystal palace,west ham,5,2,4,1,3,crystal palace,west ham,graham scott,Premier_League
2024-04-21T15:30:00Z,34,fulham,liverpool,1,3,1,1,2,liverpool,fulham,craig pawson,Premier_League
2024-04-23T19:00:00Z,29,arsenal,chelsea,5,0,1,0,5,arsenal,chelsea,simon hooper,Premier_League
2024-04-24T18:45:00Z,29,wolverhampton,bournemouth,0,1,0,1,1,bournemouth,wolverhampton,stuart attwell,Premier_League
2024-04-24T19:00:00Z,29,crystal palace,newcastle,2,0,0,0,2,crystal palace,newcastle,thomas bramall,Premier_League
2024-04-24T19:00:00Z,29,everton,liverpool,2,0,1,0,2,everton,liverpool,andy madley,Premier_League
2024-04-24T19:00:00Z,29,man united,sheffield utd,4,2,1,1,2,man united,sheffield utd,michael salisbury,Premier_League
2024-04-25T19:00:00Z,29,brighton hove,man city,0,4,0,3,4,man city,brighton hove,jarred gillett,Premier_League
2024-04-27T11:30:00Z,35,west ham,liverpool,2,2,1,0,0,draw,draw,anthony taylor,Premier_League
2024-04-27T14:00:00Z,35,fulham,crystal palace,1,1,0,0,0,draw,draw,stuart attwell,Premier_League
2024-04-27T14:00:00Z,35,man united,burnley,1,1,0,0,0,draw,draw,john brooks,Premier_League
2024-04-27T14:00:00Z,35,newcastle,sheffield utd,5,1,1,1,4,newcastle,sheffield utd,tony harrington,Premier_League
2024-04-27T14:00:00Z,35,wolverhampton,luton town,2,1,1,0,1,wolverhampton,luton town,david coote,Premier_League
2024-04-27T16:30:00Z,35,everton,brentford,1,0,0,0,1,everton,brentford,darren england,Premier_League
2024-04-27T19:00:00Z,35,aston villa,chelsea,2,2,2,0,0,draw,draw,craig pawson,Premier_League
2024-04-28T13:00:00Z,35,bournemouth,brighton hove,3,0,1,0,3,bournemouth,brighton hove,paul tierney,Premier_League
2024-04-28T13:00:00Z,35,tottenham,arsenal,2,3,0,3,1,arsenal,tottenham,michael oliver,Premier_League
2024-04-28T15:30:00Z,35,nottingham,man city,0,2,0,1,2,man city,nottingham,simon hooper,Premier_League
2024-05-02T18:30:00Z,26,chelsea,tottenham,2,0,1,0,2,chelsea,tottenham,robert jones,Premier_League
2024-05-03T19:00:00Z,36,luton town,everton,1,1,1,1,0,draw,draw,tim robinson,Premier_League
2024-05-04T11:30:00Z,36,arsenal,bournemouth,3,0,1,0,3,arsenal,bournemouth,david coote,Premier_League
2024-05-04T14:00:00Z,36,brentford,fulham,0,0,0,0,0,draw,draw,graham scott,Premier_League
2024-05-04T14:00:00Z,36,burnley,newcastle,1,4,0,3,3,newcastle,burnley,anthony taylor,Premier_League
2024-05-04T14:00:00Z,36,sheffield utd,nottingham,1,3,1,1,2,nottingham,sheffield utd,chris kavanagh,Premier_League
2024-05-04T16:30:00Z,36,man city,wolverhampton,5,1,3,0,4,man city,wolverhampton,craig pawson,Premier_League
2024-05-05T13:00:00Z,36,brighton hove,aston villa,1,0,0,0,1,brighton hove,aston villa,robert jones,Premier_League
2024-05-05T13:00:00Z,36,chelsea,west ham,5,0,3,0,5,chelsea,west ham,bobby madley,Premier_League
2024-05-05T15:30:00Z,36,liverpool,tottenham,4,2,2,0,2,liverpool,tottenham,paul tierney,Premier_League
2024-05-06T19:00:00Z,36,crystal palace,man united,4,0,2,0,4,crystal palace,man united,jarred gillett,Premier_League
2024-05-11T11:30:00Z,37,fulham,man city,0,4,0,1,4,man city,fulham,anthony taylor,Premier_League
2024-05-11T14:00:00Z,37,bournemouth,brentford,1,2,0,0,1,brentford,bournemouth,matt donohue,Premier_League
2024-05-11T14:00:00Z,37,everton,sheffield utd,1,0,1,0,1,everton,sheffield utd,stuart attwell,Premier_League
2024-05-11T14:00:00Z,37,newcastle,brighton hove,1,1,1,1,0,draw,draw,darren england,Premier_League
2024-05-11T14:00:00Z,37,tottenham,burnley,2,1,1,1,1,tottenham,burnley,jarred gillett,Premier_League
2024-05-11T14:00:00Z,37,west ham,luton town,3,1,0,1,2,west ham,luton town,michael oliver,Premier_League
2024-05-11T14:00:00Z,37,wolverhampton,crystal palace,1,3,0,2,2,crystal palace,wolverhampton,thomas bramall,Premier_League
2024-05-11T16:30:00Z,37,nottingham,chelsea,2,3,1,1,1,chelsea,nottingham,tony harrington,Premier_League
2024-05-12T15:30:00Z,37,man united,arsenal,0,1,0,1,1,arsenal,man united,paul tierney,Premier_League
2024-05-13T19:00:00Z,37,aston villa,liverpool,3,3,1,2,0,draw,draw,simon hooper,Premier_League
2024-05-14T19:00:00Z,34,tottenham,man city,0,2,0,0,2,man city,tottenham,chris kavanagh,Premier_League
2024-05-15T18:45:00Z,34,brighton hove,chelsea,1,2,0,1,1,chelsea,brighton hove,michael salisbury,Premier_League
2024-05-15T19:00:00Z,34,man united,newcastle,3,2,1,0,1,man united,newcastle,robert jones,Premier_League
2024-05-19T15:00:00Z,38,arsenal,everton,2,1,1,1,1,arsenal,everton,michael oliver,Premier_League
2024-05-19T15:00:00Z,38,brentford,newcastle,2,4,0,3,2,newcastle,brentford,simon hooper,Premier_League
2024-05-19T15:00:00Z,38,brighton hove,man united,0,2,0,0,2,man united,brighton hove,craig pawson,Premier_League
2024-05-19T15:00:00Z,38,burnley,nottingham,1,2,0,2,1,nottingham,burnley,graham scott,Premier_League
2024-05-19T15:00:00Z,38,chelsea,bournemouth,2,1,1,0,1,chelsea,bournemouth,anthony taylor,Premier_League
2024-05-19T15:00:00Z,38,crystal palace,aston villa,5,0,2,0,5,crystal palace,aston villa,darren bond,Premier_League
2024-05-19T15:00:00Z,38,liverpool,wolverhampton,2,0,2,0,2,liverpool,wolverhampton,chris kavanagh,Premier_League
2024-05-19T15:00:00Z,38,luton town,fulham,2,4,1,2,2,fulham,luton town,matt donohue,Premier_League
2024-05-19T15:00:00Z,38,man city,west ham,3,1,2,1,2,man city,west ham,john brooks,Premier_League
2024-05-19T15:00:00Z,38,sheffield utd,tottenham,0,3,0,1,3,tottenham,sheffield utd,bobby madley,Premier_League
2023-08-19T16:30:00Z,1,empoli,verona,0,1,0,0,1,verona,empoli,luca massimi,Serie_A
2023-08-19T16:30:00Z,1,frosinone,napoli,1,3,1,2,2,napoli,frosinone,matteo marcenaro,Serie_A
2023-08-19T18:45:00Z,1,genoa,fiorentina,1,4,0,3,3,fiorentina,genoa,giovanni ayroldi,Serie_A
2023-08-19T18:45:00Z,1,inter,monza,2,0,1,0,2,inter,monza,andrea colombo,Serie_A
2023-08-20T16:30:00Z,1,roma,salernitana,2,2,1,1,0,draw,draw,ermanno feliciani,Serie_A
2023-08-20T16:30:00Z,1,sassuolo,atalanta,0,2,0,0,2,atalanta,sassuolo,matteo marchetti,Serie_A
2023-08-20T18:45:00Z,1,lecce,lazio,2,1,0,1,1,lecce,lazio,federico dionisi,Serie_A
2023-08-20T18:45:00Z,1,udinese,juventus,0,3,0,3,3,juventus,udinese,antonio rapuano,Serie_A
2023-08-21T16:30:00Z,1,torino,cagliari,0,0,0,0,0,draw,draw,francesco cosso,Serie_A
2023-08-21T18:45:00Z,1,bologna,milan,0,2,0,2,2,milan,bologna,luca pairetto,Serie_A
2023-08-26T16:30:00Z,2,frosinone,atalanta,2,1,2,0,1,frosinone,atalanta,juan luca sacchi,Serie_A
2023-08-26T16:30:00Z,2,monza,empoli,2,0,1,0,2,monza,empoli,gianluca aureliano,Serie_A
2023-08-26T18:45:00Z,2,verona,roma,2,1,2,0,1,verona,roma,daniele doveri,Serie_A
2023-08-26T18:45:00Z,2,milan,torino,4,1,3,1,3,milan,torino,maurizio mariani,Serie_A
2023-08-27T16:30:00Z,2,fiorentina,lecce,2,2,2,0,0,draw,draw,maria caputi,Serie_A
2023-08-27T16:30:00Z,2,juventus,bologna,1,1,0,1,0,draw,draw,marco di bello,Serie_A
2023-08-27T18:45:00Z,2,lazio,genoa,0,1,0,1,1,genoa,lazio,livio marinelli,Serie_A
2023-08-27T18:45:00Z,2,napoli,sassuolo,2,0,1,0,2,napoli,sassuolo,antonio giua,Serie_A
2023-08-28T16:30:00Z,2,salernitana,udinese,1,1,0,0,0,draw,draw,davide massa,Serie_A
2023-08-28T18:45:00Z,2,cagliari,inter,0,2,0,2,2,inter,cagliari,michael fabbri,Serie_A
2023-09-01T16:30:00Z,3,sassuolo,verona,3,1,1,0,2,sassuolo,verona,marco piccinini,Serie_A
2023-09-01T18:45:00Z,3,roma,milan,1,2,0,1,1,milan,roma,antonio rapuano,Serie_A
2023-09-02T16:30:00Z,3,bologna,cagliari,2,1,0,1,1,bologna,cagliari,daniele orsato,Serie_A
2023-09-02T16:30:00Z,3,udinese,frosinone,0,0,0,0,0,draw,draw,marco guida,Serie_A
2023-09-02T18:45:00Z,3,atalanta,monza,3,0,2,0,3,atalanta,monza,matteo marcenaro,Serie_A
2023-09-02T18:45:00Z,3,napoli,lazio,1,2,1,1,1,lazio,napoli,andrea colombo,Serie_A
2023-09-03T16:30:00Z,3,inter,fiorentina,4,0,1,0,4,inter,fiorentina,matteo marchetti,Serie_A
2023-09-03T16:30:00Z,3,torino,genoa,1,0,0,0,1,torino,genoa,daniele chiffi,Serie_A
2023-09-03T18:45:00Z,3,empoli,juventus,0,2,0,1,2,juventus,empoli,giovanni ayroldi,Serie_A
2023-09-03T18:45:00Z,3,lecce,salernitana,2,0,1,0,2,lecce,salernitana,luca massimi,Serie_A
2023-09-16T13:00:00Z,4,juventus,lazio,3,1,2,0,2,juventus,lazio,fabio maresca,Serie_A
2023-09-16T16:00:00Z,4,inter,milan,5,1,2,0,4,inter,milan,simone sozza,Serie_A
2023-09-16T18:45:00Z,4,genoa,napoli,2,2,1,0,0,draw,draw,michael fabbri,Serie_A
2023-09-17T10:30:00Z,4,cagliari,udinese,0,0,0,0,0,draw,draw,daniele doveri,Serie_A
